0.000076,0.148006,0.013333,0.035990,1.263441,0.927062,2.685069
0.000023,0.141859,0.013212,0.035923,1.293631,0.977749,2.718291
0.000021,0.144580,0.013725,0.036050,1.294261,0.956585,2.694075
0.000018,0.142589,0.013134,0.035915,1.274533,0.969880,2.710881
0.000019,0.143052,0.013267,0.036074,1.271618,0.958908,2.611704
0.000020,0.141711,0.013107,0.035780,1.258476,0.960062,2.701297
0.000017,0.144054,0.013240,0.036705,1.262047,0.965284,2.627590
0.000020,0.142126,0.013130,0.036281,1.261383,0.949950,2.684060
0.000017,0.141854,0.013177,0.035950,1.317461,1.022550,2.917219
0.000038,0.151734,0.013986,0.038605,1.327710,1.018183,2.718721
0.000018,0.141613,0.013054,0.035867,1.267934,1.008261,2.662149
0.000021,0.142095,0.013104,0.035830,1.268812,0.945868,2.737571
0.000018,0.142141,0.013081,0.035823,1.265968,0.995192,2.789252
0.000021,0.153233,0.015598,0.040497,1.344591,1.018938,2.783185
0.000017,0.152018,0.015304,0.041756,1.289554,0.917038,2.631571
0.000020,0.141531,0.013180,0.035997,1.268965,0.971306,2.654698
0.000018,0.141755,0.013141,0.035824,1.261589,1.012473,2.568674
0.000021,0.141958,0.013176,0.035952,1.335779,0.997530,2.804320
0.000020,0.144586,0.013072,0.036776,1.295424,0.975576,2.835741
0.000020,0.142216,0.013070,0.035953,1.272232,0.993812,2.761930
0.000017,0.142527,0.013258,0.035769,1.265737,1.159180,2.692448
0.000020,0.142736,0.013099,0.035825,1.263318,1.014017,2.674951
0.000018,0.142205,0.013147,0.035846,1.271928,0.949595,2.681197
0.000020,0.142825,0.013104,0.036369,1.261670,0.924690,2.717979
0.000068,0.158979,0.013890,0.036637,1.372619,0.998720,2.746021
0.000018,0.141927,0.013213,0.035973,1.280029,0.941049,2.599685
0.000018,0.142129,0.013169,0.035933,1.261217,0.955128,2.546126
0.000018,0.142498,0.013084,0.035796,1.263606,1.013306,2.642816
0.000017,0.141485,0.013121,0.035936,1.262233,0.966268,2.730008
0.000020,0.141939,0.013181,0.035807,1.268313,1.031618,2.700711
0.000035,0.150148,0.013868,0.041198,1.277468,0.959770,2.752006
0.000019,0.141815,0.013145,0.035731,1.279492,1.034246,2.573734
0.000022,0.142008,0.013120,0.035818,1.275798,1.003269,2.629278
0.000017,0.142400,0.013274,0.035970,1.267327,1.020775,2.637918
0.000020,0.141960,0.013314,0.035951,1.283423,0.968727,2.666620
0.000019,0.142469,0.013204,0.036045,1.271449,1.009284,2.616722
0.000021,0.141841,0.013222,0.035963,1.260552,0.983388,2.783745
0.000017,0.151783,0.013605,0.036996,1.272636,0.960372,2.675671
0.000020,0.142189,0.013197,0.036182,1.263973,0.958809,2.568525
0.000018,0.142612,0.013180,0.036146,1.264795,0.965301,2.658416
0.000020,0.142137,0.013220,0.035910,1.262148,0.944184,2.633990
0.000017,0.144999,0.013198,0.036075,1.259749,0.985470,2.660059
0.000021,0.142171,0.013291,0.036073,1.263221,0.961254,2.691451
0.000017,0.147228,0.013441,0.037177,1.267425,0.974955,2.629689
0.000020,0.142279,0.013199,0.035986,1.262484,0.940684,2.670279
0.000018,0.142196,0.013232,0.036086,1.262881,0.997899,2.721549
0.000020,0.142448,0.013204,0.036033,1.264769,1.009291,2.606764
0.000018,0.141985,0.013311,0.036177,1.255224,0.974615,2.655834
0.000020,0.142468,0.013120,0.036184,1.267729,0.976964,2.687658
0.000018,0.143966,0.013282,0.036209,1.266336,0.993824,2.669043
